Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Criminal Mischief,20130198,1,01/18/2013 - 9:00pm,1/19/2013,WOODLAND AVENUE,CRIMINAL MISCHIEF 1ST/F,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130199,1,01/19/2013 - 11:00am,1/19/2013,1608 UNIVERSITY DRIVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130207,1,01/19/2013 - 5:00pm,1/20/2013,MARTIN LUTHER KING BLVD,TBUT OR DISP PARTS FROM VEHICLE/M,No,Closed,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20130211,1,01/19/2013 - 8:00pm,1/20/2013,301 HILLTOP AVENUE,CRIMINAL MISCHIEF 3RD/M,No,Closed,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20130213,1,01/20/2013 - 3:00pm,1/20/2013,750 WOODLAND AVENUE,CRIMINAL MISCHIEF 3RD/M; WANTON ENDANGERMENT 1ST/F,No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,2013009887,1,01/20/2013 - 1:35am,1/20/2013,142 STATE STREET,ASSIST METRO REFERENCE CITATION FOR ALCOHOL INTOXICATION IN A PUBLIC PLACE; CRIMINAL TRESPASSING 3RD,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
DUI,2013009313,1,01/19/2013 - 2:30am,1/21/2013,COOPER DR & NICHOLASVILLE RD,"DUI ALC/DRUGS/ECT 1ST OFFENSE, FAILURE TO OR IMPROPER SIGNAL, NO/EXPIRED KENTUCKY REGISTRATION RECEIPT, FAILURE OF OWNER TO MAINTAIN REQ INSURANCE 1ST OFF",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130215,1,01/21/2013 - 2:45am,1/21/2013,319 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE X 3; DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130221,1,01/21/2013 - 1:30am,1/21/2013,321 COLUMBIA TERRACE,TBUT OR DISP FROM BUILDING/F,Yes,Open,,,,,,,,,,,,,,,,,,,
DUI,20130229,1,01/21/2013 - 6:00pm,1/21/2013,UNIVERSITY DRIVE,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M; FAILURE TO PRODUCE INSURANCE CARD,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130222,1,01/21/2013 - 11:50am,1/21/2013,404 ADMINISTRATION DRIVE,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130230,1,01/22/2013 - 12:50am,1/22/2013,310 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE; DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20130232,1,01/18/2013 - 4:00pm,1/22/2013,842 ROSE STREET,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130234,1,01/22/2013 - 4:25pm,1/22/2013,630 SOUTH BROADWAY,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Harassing Communications,20130236,1,01/21/2013 - 3:07am,1/22/2013,401 HILLTOP AVENUE,HARASSING COMMUNICATIONS/M,No,Open,,,,,,,,,,,,,,,,,,,
Drug Violations,20130237,1,01/22/2013 - 6:00pm,1/22/2013,330 HILLTOP AVENUE,POSS OF MARIJUANA/M,Yes,Citation issued,,,,,,,,,,,,,,,,,,,
Theft,20130242,1,01/22/2013 - 5:00pm,1/23/2013,620 S LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130244,1,01/23/2013 - 9:00am,1/23/2013,1030 BROADWAY,TBUT OR DISP BUILDING,No,Closed,,,,,,,,,,,,,,,,,,,
Burglary,20130246,1,01/19/2013 - 12:00am,1/23/2013,754 WOODLAND AVE,BURGLARY 2ND DEGREE,Yes,Open,754 WOODLAND AVE,Kirwan III,Kirwan III,150,150,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031067,-84.500869,38.031067,-84.500869,38,-85
Theft,20130245,1,01/23/2013 - 12:00am,1/23/2013,620 S LIMESTONE ST,TBUT OR DISP BUILDING,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130240,1,01/23/2013 - 4:30am,1/24/2013,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM AUTO,No,Open,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Theft,20130250,1,01/23/2013 - 10:00am,1/24/2013,168 FUNKHOUSER DR,TBUT OR DISP BUILDING,No,Open,168 FUNKHOUSER DR,Breckinridge Hall,Breckinridge Hall,56,56,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035398,-84.504731,38.035398,-84.504731,38,-85
Theft,20130251,1,01/23/2013 - 5:00pm,1/24/2013,800 ROSE ST,TBUT OR DISP BUILDING,No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Theft,20130252,1,01/16/2013 - 11:00pm,1/24/2013,155 GRAHAM AVE,TBUT OR DISP FROM BUILDING,Yes,Unfounded,155 GRAHAM AVE,McVey Hall,McVey Hall,45,45,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035445,-84.505688,38.035445,-84.505688,38,-85
Criminal Mischief,2013012180,1,01/25/2013 - 1:31am,1/25/2013,657 S. Limestone St,"AI, Criminal Mischief 3rd.",Yes,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,20130258,1,12/11/2012 - 3:15pm,1/25/2013,620 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING/F,No,Open,620 SOUTH LIMESTONE ST,Law Building,Law Building,48,48,Lexington,Lexington,0,0,KY,KY,40506,40506,38.036489,-84.507321,38.036489,-84.507321,38,-85
Theft,20130262,1,01/25/2013 - 6:00pm,1/25/2013,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F x 3,No,Open,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130263,1,01/25/2013 - 1:25am,1/25/2013,305 EUCLID AVENUE,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Drug Violations,20130264,1,01/25/2013 - 11:00pm,1/25/2013,744 ROSE STREET,CRIMINAL TRESPASSING 2ND/M; PUBLIC INTOXICATION/M; POSS A CONT SUB/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,201305617,1,01/26/2013 - 2:39am,1/26/2013,101 AVNEUE OF CHAMPIONS,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - N/A,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130265,1,01/26/2013 - 12:05am,1/26/2013,750 WOODLAND AVENUE,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Expunged,,,,,,,,,,,,,,,,,,,
DUI,20130266,1,01/26/2013 - 2:38am,1/26/2013,SOUTH LIMESTONE ST,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130274,1,01/26/2013 - 3:15pm,1/26/2013,430 VINE STREET,TBUT OR DISP BUILDING/M,No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130275,1,01/26/2013 - 10:54pm,1/26/2013,310 SOUTH LIMESTONE ST,ALC INTOX IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20130273,1,01/22/2013 - 9:30am,1/26/2013,610 S LIMESTONE ST,THEFT OF PROPERTY MISLAID OR DELIVER BY MISTAKE/M,No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,201305808,1,01/27/2013 - 4:30am,1/27/2013,761 WOODLAND AVENUE,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - N/A,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,201305789,1,01/27/2013 - 1:30am,1/27/2013,103 AVENUE OF CHAMPIONS,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - N/A,103 AVENUE OF CHAMPIONS,Jewell Hall,Jewell Hall,7,7,Lexington,Lexington,0,0,KY,KY,40526,40526,38.041481,-84.50379,38.041481,-84.50379,38,-85
Assault,2013013268,1,01/27/2013 - 2:40am,1/27/2013,606 SOUTH BROADWAY,ASSIST METRO REFERENCE ASSAULT 1ST/F; WANTON ENDANGERMENT 1ST,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,201305776,1,01/27/2013 - 12:25am,1/27/2013,GROSVENOR AVENUE,ASSIST METRO REFERENCE ATTEMPTED ASSAULT 2ND; ALCOHOL INTOXICATION,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130277,1,01/27/2013 - 2:32am,1/27/2013,310 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Assault,20130278,1,01/27/2013 - 3:05am,1/27/2013,JERSEY STREET,ASSAULT 4TH (MINOR INJURY)/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130285,1,01/27/2013 - 3:30pm,1/27/2013,750 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130287,1,01/27/2013 - 6:30pm,1/27/2013,405 ROSE STREET,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130279,1,01/26/2013 - 1:00pm,1/27/2013,338 LEXINGTON AVENUE,TBUT OR DISP CONTENTS FROM AUTO/F; CRIMINAL MISCHIEF 3RD/M,No,Open,,,,,,,,,,,,,,,,,,,
DUI,20130288,1,01/28/2013 - 2:44am,1/28/2013,JERSEY STREET,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,20130289,1,01/28/2013 - 5:30am,1/28/2013,310 SOUTH LIMESTONE ST,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Closed,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20130299,1,01/28/2013 - 10:00am,1/28/2013,465 ROSE ST,TBUT OR DISP FROM BUILDING,No,Open,465 ROSE ST,Fine Arts Guignol Bldg,Fine Arts Guignol Bldg,22,22,Lexington,Lexington,0,0,KY,KY,40506,40506,38.036926,-84.501959,38.036926,-84.501959,38,-85
Criminal Mischief,20130300,1,01/28/2013 - 7:40pm,1/28/2013,789 SOUTH LIMESTONE ST,CRIMINAL MISCHIEF 2ND DEGREE,No,Open,789 SOUTH LIMESTONE ST,Bio-Pharm (BP),Bio-Pharm (BP),596,596,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033468,-84.509139,38.033468,-84.509139,38,-85
Theft,20130290,1,01/25/2013 - 4:00pm,1/28/2013,800 ROSE ST,TBUT OR DISP ALL OTHER,No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Theft,20130296,1,01/27/2013 - 11:49am,1/28/2013,201 AVENUE OF CHAMPIONS,TBUT OR DISP-ALL OTHERS,No,Open,201 AVENUE OF CHAMPIONS,Memorial Coliseum,Memorial Coliseum,19,19,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039567,-84.501706,38.039567,-84.501706,38,-85
Theft,20130294,1,01/27/2013 - 9:20am,1/28/2013,404 ADMINISTRATION DR,TBUT OR DISP PURSESNATCHING-NO FORCE,No,Open,404 ADMINISTRATION DR,Student Center,Student Center,30,30,Lexington,Lexington,0,0,KY,KY,40506,40506,38.03902,-84.505081,38.03902,-84.505081,38,-85
Theft,20130291,1,01/28/2013 - 7:00am,1/28/2013,301 ROSE ST,TBUT OF LOST MISLAID PROPERTY,No,Open,301 ROSE ST,James F. Hardymon Communications Bldg,James F. Hardymon Communications Bldg,495,495,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039703,-84.497123,38.039703,-84.497123,38,-84
DUI,2013012719,1,01/26/2013 - 1:55am,1/29/2013,COOPER DR & S LIMESTONE ST,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES, FAILURE TO OR IMPROPER SIGNAL",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20120302,1,01/28/2013 - 11:28pm,1/29/2013,S LIMESTONE ST&MAXWELTON CT,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Burglary,20130304,1,01/20/2013 - 3:00pm,1/29/2013,101 AVENUE OF CHAMPIONS,BURGLARY 2ND DEGREE,Yes,Closed,101 AVENUE OF CHAMPIONS,Holmes Hall,Holmes Hall,6,6,Lexington,Lexington,0,0,KY,KY,40526,40526,38.041524,-84.503834,38.041524,-84.503834,38,-85
Theft,20130306,1,01/09/2013 - 7:00am,1/29/2013,2400 GREATSTONE PT,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Closed,2400 Greatstone Pt,KY Clinic South,KY Clinic South,9844,9844,Lexington,Lexington,98,98,KY,KY,40504,40504,,,,,,
Theft,20130308,1,01/28/2013 - 10:00pm,1/29/2013,422 AYLESFORD PL,"TBUT OR DISP FROM AUTO, CRIMINAL MISCHIEF 3RD DEGREE",No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130309,1,01/29/2013 - 7:00am,1/29/2013,SCOTT ST PARKING LOT,"TBUT OR DISP FROM AUTO, CRIMINAL MISCHIEF 3RD DEGREE",No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130311,1,01/29/2013 - 5:30pm,1/29/2013,1210 UNIVERSITY DR,TBUT OR DISP BUILDING,No,Open,1210 UNIVERSITY DR,Seaton Center,Seaton Center,219,219,Lexington,Lexington,0,0,KY,KY,40506,40506,38.028496,-84.504769,38.028496,-84.504769,38,-85
Theft,20120313,1,01/29/2013 - 11:00am,1/29/2013,408 ADMINISTRATION DR,TBUT OR DISP BUILDING,No,Open,408 ADMINISTRATION DR,Barker Hall,Barker Hall,28,28,Lexington,Lexington,0,0,KY,KY,40506,40506,38.03902,-84.505081,38.03902,-84.505081,38,-85
Theft,20130314,1,01/29/2013 - 7:00pm,1/29/2013,180 AVE OF CHAMPIONS,THEFT OF PROP MISLAID OR DELIVERY BY MISTAKE,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130305,1,01/28/2013 - 8:00pm,1/29/2013,430 COMPLEX DR,TBUT OR DISP FROM BUILDING,No,Open,430 COMPLEX DR,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029363,-84.505258,38.029363,-84.505258,38,-85
Alcohol Intoxication,20130302,1,01/29/2013 - 12:28am,1/29/2013,SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130313,1,01/29/2013 - 12:00pm,1/29/2013,408 ADMINISTRATION DRIVE,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,2013014271,1,01/29/2013 - 11:55am,1/30/2013,ROSE ST & EAST MAXWELL ST,"ALCOHOL INTOXICATION IN PUBLIC PLACE 3RD OR MORE OFFENSE WITHIN 12 MONTHS/M, RESISTING ARREST/M",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,20130318,1,12/05/2012 - 8:00am,1/30/2013,2015 VERSAILLES RD,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Unfounded,,,,,,,,,,,,,,,,,,,
Theft,20130320,1,01/30/2013 - 11:15am,1/30/2013,150 PATTERSON DRIVE,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130322,1,01/30/2013 - 3:30pm,1/30/2013,789 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING/F,No,Closed,789 SOUTH LIMESTONE ST,Bio-Pharm (BP),Bio-Pharm (BP),596,596,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033468,-84.509139,38.033468,-84.509139,38,-85
Theft,20130324,1,01/30/2013 - 5:40pm,1/30/2013,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Assault,20130325,1,01/30/2013 - 7:30pm,1/30/2013,800 ROSE STREET,ASSAULT 4TH (DOMESTIC VIOLENCE) MINOR INJURY/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,2013014433,1,01/29/2013 - 5:30pm,1/31/2013,BOLIVAR ST & S MILL ST,ALCOHOL INTOX IN PUBLIC PLACE-3RD OR > OFF W/12 MONTHS,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,20130330,1,01/31/2013 - 11:30am,1/31/2013,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130331,1,01/31/2013 - 12:05pm,1/31/2013,101 AVENUE OF CHAMPIONS,TBUT OR DISP BUILDING/M,No,Closed,101 AVENUE OF CHAMPIONS,Holmes Hall,Holmes Hall,6,6,Lexington,Lexington,0,0,KY,KY,40526,40526,38.041524,-84.503834,38.041524,-84.503834,38,-85
Theft,20130332,1,01/31/2013 - 12:15pm,1/31/2013,140 PATTERSON DRIVE,TBUT OR DISP FROM BUILDING/F,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130333,1,01/31/2013 - 1:20pm,1/31/2013,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130334,1,11/30/2012 - 4:00pm,1/31/2013,175 LIBRARY DRIVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130335,1,01/22/2013 - 2:00pm,1/31/2013,108 PATTERSON DRIVE,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130336,1,01/29/2013 - 11:00am,1/31/2013,460 COOPER DRIVE,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130337,1,01/31/2013 - 3:20pm,1/31/2013,180 AVENUE OF CHAMPIONS,TBUT OR DISP BUILDING/M,No,Open,180 AVENUE OF CHAMPIONS,Stoll Field Viewing Tower,Stoll Field Viewing Tower,196,196,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039828,-84.502039,38.039828,-84.502039,38,-85
Theft,20130338,1,01/31/2013 - 3:50pm,1/31/2013,342 WALLER AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130339,1,01/24/2013 - 4:00pm,1/31/2013,327 COLUMBIA AVENUE,TBUT OR DISP BUILDING/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130340,1,01/31/2013 - 5:45pm,1/31/2013,1000 SOUTH LIMESTONE ST,TBUT OR DISP BUILDING/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Theft,20130347,2,01/29/2013 - 8:00pm,2/1/2013,800 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130348,2,01/31/2013 - 1:00pm,2/1/2013,456 ROSE LANE,TBUT OR DISP ALL OTHERS/F,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130349,2,01/31/2013 - 1:00pm,2/1/2013,1540 UNIVERSITY DRIVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M; THEFT BY DECEPTION-INCLUDING COLD CHECKS U/$500/M,No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20130344,2,02/01/2013 - 2:37am,2/1/2013,JERSEY STREET,ALCOHOL INTOXICATION IN A PUBLIC PLACE; RESISTING ARREST/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20130346,2,01/01/2013 - 12:00pm,2/1/2013,400 ROSE STREET,CRIMINAL MISCHIEF 1ST/F,No,Closed,,,,,,,,,,,,,,,,,,,
DUI,20130356,2,02/02/2013 - 1:39am,2/2/2013,JERSEY STREET,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M; REAR LICENSE NOT ILLUMINATED,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
DUI,20130357,2,02/02/2013 - 3:14am,2/2/2013,KALMIA AVENUE,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130369,2,02/03/2013 - 2:00pm,2/3/2013,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130371,2,02/01/2013 - 6:00pm,2/3/2013,538 ROSE STREET,TBUT OR DISP FROM AUTO/M,No,Open,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20130374,2,01/30/2013 - 9:00pm,2/3/2013,WOODLAND AVENUE,CRIMINAL MISCHIEF 3RD.M,No,Open,,,,,,,,,,,,,,,,,,,
Terroristic Threatening,20130375,2,02/03/2013 - 12:00pm,2/3/2013,680 ROSE STREET,TERRORISTIC THREATENING 3RD/M,No,Open,,,,,,,,,,,,,,,,,,,
DUI,20130377,2,02/03/2013 - 11:08pm,2/3/2013,236 BOLIVAR AVENUE,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08/M; FAILURE TO PRODUCE INSURANCE CARD,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20130367,2,02/03/2013 - 3:00pm,2/3/2013,412 ROSE STREET,CRIMINAL MISCHIEF 3RD/M,No,Closed,,,,,,,,,,,,,,,,,,,
Liquor Law Violation,2013016212,2,02/02/2013 - 12:26am,2/4/2013,S LIMESTONE ST & GAZETTE AVE,"OPEN ALCO BEV CONTAINER IN AUTO, PERSON 18-20 POSS/PURC/HAVE ANOTHER PURCHAS ALCOHOL, COMMUNICATION DEVICE VIOLATION,1ST OFF, FAILURE TO OR IMPROPER SIGNAL",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,2013016265,2,02/02/2013 - 2:30am,2/4/2013,JERSEY ST & PINE ST,"ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE, DISORDERLY CONDUCT 2ND DEGREE, RESISTING ARREST",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
DUI,2013016305,2,02/02/2013 - 5:21am,2/4/2013,S LIMESTONE ST & PINE ST,DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Drug Violations,20130376,2,02/04/2013 - 2:00am,2/4/2013,SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE; POSSESSION OF MARIJUANA/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20130382,2,11/01/2012 - 8:00am,2/4/2013,518 OLDHAM COURT,TBUT OR DISP BUILDING/M; THEFT OF SERVICES/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20130386,2,01/31/2013 - 12:00pm,2/4/2013,750 WOODLAND AVENUE,TBUT OR DISP BICYCLES/M,No,Closed,,,,,,,,,,,,,,,,,,,
DUI,2013016284,2,02/02/2013 - 3:00am,2/5/2013,PINE ST & JERSEY ST,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES, OPEN ALCO BEV CONTAINER IN AUTO, NO/EXPIRED REGISTRATION PLATES, ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,2013016204,2,02/01/2013 - 11:00pm,2/5/2013,S LIMESTONE ST & PINE ST,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,2013016205,2,02/01/2013 - 11:00pm,2/5/2013,S LIMESTONE ST & PINE ST,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Robbery,2013016799,2,02/03/2013 - 1:00am,2/5/2013,123 STATE STREET,ROBBERY 2ND (DID NOT OCCUR IN RESIDENCE),No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,20130392,2,02/05/2013 - 1:10am,2/5/2013,310 SOUTH LIMESTONE ST,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20130400,2,02/05/2013 - 6:00pm,2/5/2013,430 COMPLEX DRIVE,TBUT OR DISP BUILDING/M,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20130396,2,02/05/2013 - 11:15am,2/5/2013,1081 VETERANS DRIVE,TBUT OR DISP FROM BUILDING/F,No,Open,,,,,,,,,,,,,,,,,,,
